Id,Dernière inscription,Diplôme,Branche,Niveau,Filière,Ancienneté,Statut,type,Catégorie UV,Crédits ECTS
28D9D6332244022442A83666CC17A867,Automne 2018,Branche,GU,6,NA,11,Formation initiale,etudiants,NA,NA
7A6D33A981371EB81C365E6A955A0471,Printemps 2020,Branche,GP,13,NA,14,Formation initiale,etudiants,NA,NA
D5DD436A7057875BE3E87684239CBD7D,Printemps 2019,Branche,GP,6,QSE,12,Formation initiale,etudiants,NA,NA
019D7030C23E81064052BD58759B3DE2,Automne 2018,Branche,IM,6,MIT,11,Formation initiale,etudiants,NA,NA
FBF31124C89D1C5C1E8F9AC384DFDD1C,Automne 2018,Branche,GI,7,FDD,11,Formation initiale,etudiants,NA,NA
674DDFCC655F5E4E36F655170CB3758B,Printemps 2020,Branche,GU,14,SR,14,Formation initiale,etudiants,NA,NA
0F7153BCC3DFB52B25626D0C8C6766F3,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
06AA340EDE2BEC094BE4AAEFE6F4DF42,Automne 2018,Branche,GI,6,FDD,11,Formation initiale,etudiants,NA,NA
36E5C238FA5E1E08CC95B0954C8FD447,Printemps 2019,Branche,IM,7,SIM,12,Formation initiale,etudiants,NA,NA
A12903B7BDBF0F9E3EEE33E4DB0A7C8A,Printemps 2019,Branche,GB,8,BM,12,Formation initiale,etudiants,NA,NA
7472535F227C448F44FED42F07CD259D,Automne 2018,Branche,IM,6,DFI,11,Formation initiale,etudiants,NA,NA
FEB15241FDDFCEBE8B0D12E165ED8897,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
19C16569B7843B65D3149F2E0159C2A7,Automne 2018,Branche,IM,7,MIT,11,Formation initiale,etudiants,NA,NA
493AA75FDF5E20CEC2E1DE408DF4C517,Automne 2020,Branche,GU,15,SR,15,Formation initiale,etudiants,NA,NA
6E5FEE33C19CB110B32FC338AA72CAD5,Automne 2018,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
1CFC4428FCAB8CB1848FC973EEA11A26,Automne 2018,Branche,IM,6,MIT,11,Formation initiale,etudiants,NA,NA
FD15CA2CFD716008197FD79F51336DAE,Automne 2018,Branche,GI,6,NA,11,Formation initiale,etudiants,NA,NA
48A36D741DABEDB7B9C072F0A4F72B7E,Automne 2018,Branche,IM,6,IDI,11,Formation initiale,etudiants,NA,NA
684485B38EF5CF6A5000732B15582B07,Automne 2018,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
631535C6000AB1BAF572EBC45B7D57AE,Automne 2018,Branche,IM,7,MARS,11,Formation initiale,etudiants,NA,NA
0CE415E08A3EE971196E06F683AEB4F3,Printemps 2019,Branche,IM,6,CMI,6,Formation initiale,etudiants,NA,NA
63B8BC839ACF5AA9507159CE2EA39E15,Automne 2018,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
56BC133AC4562469D6DEA01C74F97A83,Automne 2018,Branche,GU,6,AIE,11,Formation initiale,etudiants,NA,NA
51274E02672624D0C741E83A54CCB5FB,Printemps 2019,Branche,GI,6,ICSI,12,Formation initiale,etudiants,NA,NA
76E57BA710B755E4CC5ECADAEBD5CCB9,Printemps 2020,Branche,GI,10,FDD,14,Formation initiale,etudiants,NA,NA
3519648A77C7BBC0B05E1D3EAC900B01,Automne 2018,Branche,IM,6,MIT,11,Formation initiale,etudiants,NA,NA
7CE8F4216D35B9C46F55B81575E0878F,Printemps 2019,Branche,GU,6,AIE,6,Formation initiale,etudiants,NA,NA
7A1BA0503B10287AB6D7128C1468B593,Printemps 2020,Branche,GB,10,BM,14,Formation initiale,etudiants,NA,NA
FA0A689CA0A2F66422B48BD80D5BA0D3,Automne 2018,Branche,IM,6,MPI,11,Formation initiale,etudiants,NA,NA
DBF96D5CE19E4FA46E10E2B79B8E2DA5,Automne 2018,Branche,GI,6,STRIE,11,Formation initiale,etudiants,NA,NA
015B0E9A8BBA1177F912B03C0FFEB0BD,Automne 2018,Branche,IM,6,SIM,11,Formation initiale,etudiants,NA,NA
5C45C83008776E6BE177FCA43F68B1DC,Automne 2018,Branche,GI,7,STRIE,11,Formation initiale,etudiants,NA,NA
AF6AE7CD9616D9A60E6DA92B1F3A4B36,Automne 2018,Branche,GI,7,ICSI,11,Formation initiale,etudiants,NA,NA
DCE0B6E057D8D5EAF2DAD817FFBF606D,Automne 2018,Branche,GU,6,SR,11,Formation initiale,etudiants,NA,NA
817465FCF22301F25A0C1C8535D2880B,Printemps 2021,Branche,GI,6,ICSI,6,Formation initiale,etudiants,NA,NA
E00B62D2B3C8B8DA961CC3B0EC9CD86F,Printemps 2019,Branche,GB,12,NA,12,Formation initiale,etudiants,NA,NA
5BE92E65F33A775463BB51758BBC8ED5,Automne 2018,Branche,GI,6,FDD,11,Formation initiale,etudiants,NA,NA
4C429F5EA260B9043DBD6E35C42C8989,Printemps 2020,Branche,GI,6,FDD,6,Formation initiale,etudiants,NA,NA
C57FFBC412F24CAC3F10136361A14812,Automne 2018,Branche,GB,6,CIB,11,Formation initiale,etudiants,NA,NA
18CB51C9B8531D1DAA2D2DD6AACC7083,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
8F9F6AA547F21AE5749C14E54971EAA5,Automne 2018,Branche,IM,5,MARS,5,Formation initiale,etudiants,NA,NA
678074A81A123017F4B314F182E08092,Automne 2018,Branche,GP,7,NA,11,Formation initiale,etudiants,NA,NA
0F94E507854004F49E8EB48F145AAFFB,Automne 2019,Branche,GU,15,MPI,13,Formation initiale,etudiants,NA,NA
2000BE0587522D2E99E136531C2E676B,Automne 2018,Branche,GU,6,SR,11,Formation initiale,etudiants,NA,NA
AD5C2555931B56ED0989FA03E99EBED7,Printemps 2019,Branche,IM,8,CMI,12,Formation initiale,etudiants,NA,NA
C6D2575255075582730867570B7B624E,Printemps 2020,Branche,GI,6,FDD,14,Formation initiale,etudiants,NA,NA
B2B4270B29AC5C9B12586BB0ADFA758A,Printemps 2019,Branche,IM,6,MARS,6,Formation initiale,etudiants,NA,NA
7BA92B35ECC3D8D019B9907D03E35B82,Printemps 2019,Branche,IM,7,CMI,12,Formation initiale,etudiants,NA,NA
5DC07E97DECF81EBD3BA4E8A43B89A07,Automne 2019,Branche,GI,7,FDD,13,Formation initiale,etudiants,NA,NA
8DBBA9961341921205DE1B28B655DF50,Automne 2018,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
5F21DA9459BB2E955BA0F0BA45441859,Automne 2019,Branche,GI,7,NA,7,Formation initiale,etudiants,NA,NA
B9385D5CE0DBA962794FE60C977EC3B7,Printemps 2019,Branche,GI,6,NA,12,Formation initiale,etudiants,NA,NA
8907F87344749F813C07B165618A2CDB,Printemps 2019,Branche,IM,7,CMI,12,Formation initiale,etudiants,NA,NA
C3F7D15568D4F90ADEE74272C20BF859,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
259499C49637A4C04FB0BFC765C69898,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
0A89786E3E5A766FF6F35B729427855C,Automne 2018,Branche,IM,6,PIL,11,Formation initiale,etudiants,NA,NA
1A5ABDE1AD62E73DDD2CBCB65987A689,Printemps 2019,Branche,GI,6,FDD,12,Formation initiale,etudiants,NA,NA
FDF6AE018E21B45DC0A336306F28F0CE,Automne 2018,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
76EA93FFDC1532C19CEA7BE1DB7D8874,Automne 2018,Branche,GU,6,NA,11,Formation initiale,etudiants,NA,NA
B9A30BD96B489966D4FE78613ADAD8FD,Automne 2019,Branche,IM,6,IDI,13,Formation initiale,etudiants,NA,NA
FD27671D933E2790936D710D40815D10,Automne 2018,Branche,GB,6,IAA,11,Formation initiale,etudiants,NA,NA
B5F7E4C458D0F5C2FE890763EC88693C,Printemps 2019,Branche,GI,6,STRIE,6,Formation initiale,etudiants,NA,NA
02869B8BDB34726D46F9D8C48B3C6667,Automne 2018,Branche,GU,6,SR,11,Formation initiale,etudiants,NA,NA
E7A37D1528233C229D7252B1A5E8E698,Automne 2018,Branche,GB,7,BB,11,Formation initiale,etudiants,NA,NA
CD9A8C9762F0273C4297B28ED638CD24,Automne 2018,Branche,GU,7,SR,11,Formation initiale,etudiants,NA,NA
93C58CC4E1D3741598C42440254492D8,Automne 2018,Branche,GU,6,STI,11,Formation initiale,etudiants,NA,NA
70DD6A316027B8EC4146F85D33D0D838,Printemps 2019,Branche,IM,6,MARS,12,Formation initiale,etudiants,NA,NA
510BF1022670A672E70FA07466433003,Automne 2018,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
C91117B527A5EFA9E823A4DE919291CD,Automne 2018,Branche,GI,7,NA,7,Formation initiale,etudiants,NA,NA
E1FB5D884611D9562E90A89C51FD0709,Automne 2020,Branche,GI,11,ADEL,15,Formation initiale,etudiants,NA,NA
8F1EDC7C98D44B67A4C2B04E521C4F31,Printemps 2019,Branche,GI,7,ADEL,12,Formation initiale,etudiants,NA,NA
8FF14521D047F1E1BCEE3CA14AC234E0,Automne 2019,Branche,GP,7,TE,7,Formation initiale,etudiants,NA,NA
3201B82F7E7C6F50E8FB4228E18570D9,Automne 2018,Branche,GB,6,CIB,11,Formation initiale,etudiants,NA,NA
F9960D736EDBD82485EFA130E7806FF1,Automne 2018,Branche,GB,6,IAA,11,Formation initiale,etudiants,NA,NA
DBCF4C9BF5BE240BA4A7EE0FCF301E83,Automne 2018,Branche,GU,6,MPI,11,Formation initiale,etudiants,NA,NA
5403F7C0CBC62FA6DEB0D48C3A3093DC,Automne 2018,Branche,GB,6,IAA,11,Formation initiale,etudiants,NA,NA
04247ADA647A7A514574C562EFC755B8,Automne 2018,Branche,GI,6,ICSI,11,Formation initiale,etudiants,NA,NA
56B2BED32381B60CBAD129E5F4D9FF97,Printemps 2019,Branche,GU,5,SR,12,Formation initiale,etudiants,NA,NA
BB3B35168A9E1B6D5B9364C4C32AD1B7,Automne 2018,Branche,IM,6,IDI,11,Formation initiale,etudiants,NA,NA
DA8020F3BA6FF57630EF188191544321,Printemps 2019,Branche,IM,6,IDI,12,Formation initiale,etudiants,NA,NA
727B19C51AEF157AD4313F0558A982FB,Printemps 2019,Branche,GB,7,BB,12,Formation initiale,etudiants,NA,NA
1F3C85658A238BDD3A9DD6C9B3440413,Automne 2018,Branche,IM,6,MARS,11,Formation initiale,etudiants,NA,NA
26E2C37FD8DF176091071214229A658D,Automne 2018,Branche,GI,7,FDD,11,Formation initiale,etudiants,NA,NA
9435E138B547B26D21E9C01C8C0D9904,Automne 2018,Branche,GU,6,SR,11,Formation initiale,etudiants,NA,NA
01283CA4D963D03E0CADAA42DFE62280,Automne 2018,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
63C0932239AB4B2250ADB796E3B59BDD,Automne 2018,Branche,IM,6,MPI,11,Formation initiale,etudiants,NA,NA
063556AE4A6603C8EA5D40787460A893,Printemps 2019,Branche,GB,8,BB,12,Formation initiale,etudiants,NA,NA
C57DD1A612CB113981C4B60BC11574D6,Automne 2018,Branche,GU,5,SR,11,Formation initiale,etudiants,NA,NA
992B6CEF072D13300B10E16737E82227,Automne 2018,Branche,GB,6,IAA,11,Formation initiale,etudiants,NA,NA
FEC552D9829B2698E9F796805B5D18EA,Automne 2018,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
0E10342621A600735727D22D81F6774F,Printemps 2019,Branche,GU,7,SR,12,Formation initiale,etudiants,NA,NA
B1514E57C98C15D96D35173335DEF929,Automne 2018,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
5F2C6C04C649CDB1F7E9941A1E9E0E37,Printemps 2019,Branche,GB,7,CIB,12,Formation initiale,etudiants,NA,NA
765658763EFE372003CEC48C7D448F53,Automne 2019,Branche,GI,6,SRI,7,Formation initiale,etudiants,NA,NA
EA979A9C0CA7ED44A754861AAF16A659,Printemps 2019,Branche,GI,7,FDD,12,Formation initiale,etudiants,NA,NA
EB0BBEF7D7D80AEFCE2F29835A4A77C2,Printemps 2019,Branche,IM,6,IDI,12,Formation initiale,etudiants,NA,NA
823328E61C57F329CD474560926F5946,Automne 2019,Branche,IM,13,IDI,13,Formation initiale,etudiants,NA,NA
34F8C53474798F0CBDECE2DC2A74F0BB,Printemps 2019,Branche,GU,6,STI,6,Formation initiale,etudiants,NA,NA
075D01370502DF600C257441F3A857B6,Automne 2019,Branche,IM,7,MIT,13,Formation initiale,etudiants,NA,NA
1769CA80FD1ACD6BEC686B31C960F770,Printemps 2019,Branche,IM,6,MARS,12,Formation initiale,etudiants,NA,NA
5F6AACC0E4BD393A8243C0D8C934D7DE,Automne 2018,Branche,IM,11,NA,9,Formation initiale,etudiants,NA,NA
5907B8B92F363ECFB78E627F01BC943A,Automne 2018,Branche,GP,6,MCOP,10,Formation initiale,etudiants,NA,NA
E5A4C44EDA30246E7E6645C490D1BD2B,Automne 2018,Branche,GP,6,TE,10,Formation initiale,etudiants,NA,NA
83BACDF2024D3A8BC00DD0AF99354B5D,Automne 2018,Branche,GI,6,ADEL,10,Formation initiale,etudiants,NA,NA
5276980DCAFE65A44789D824487F6A4E,Automne 2018,Branche,GI,6,ICSI,10,Formation initiale,etudiants,NA,NA
D13161BE0B00092AC7AE22947FA789E2,Automne 2018,Branche,GI,6,FDD,10,Formation initiale,etudiants,NA,NA
BD1AA82BAC59C37CF65F4BCC1AF26966,Automne 2018,Branche,IM,6,IDI,10,Formation initiale,etudiants,NA,NA
44ECDBC8BA0A746922A9750CB7335325,Automne 2018,Branche,GB,6,BB,10,Formation initiale,etudiants,NA,NA
76B27DCEC37258A6E42985C94C296070,Automne 2018,Branche,GI,6,STRIE,10,Formation initiale,etudiants,NA,NA
68A9ED92F38C410F4C5C20C8E59D78C3,Automne 2018,Branche,GP,6,MCOP,10,Formation initiale,etudiants,NA,NA
EE57DD8A25157CDC85A856332509EE80,Automne 2018,Branche,GI,6,FDD,10,Formation initiale,etudiants,NA,NA
762B8C5D8D7AB7E1B413D581062A61B0,Printemps 2021,Branche,IM,8,DFI,15,Formation initiale,etudiants,NA,NA
BD05197409B1521CA673E48BC4BB599E,Automne 2020,Branche,GU,7,AIE,7,Formation initiale,etudiants,NA,NA
85F19050CBDCA965DAB9637F7A56EC7D,Printemps 2019,Branche,IM,6,MIT,11,Formation initiale,etudiants,NA,NA
890939CE8BA12B84DE89FF1FD7FE367E,Automne 2018,Branche,GB,6,CIB,10,Formation initiale,etudiants,NA,NA
E545EFACB14D5F923258355F6CB6E889,Automne 2018,Branche,IM,6,AVI,10,Formation initiale,etudiants,NA,NA
DAC5E4BD467A8D4B53110F8086E9BD44,Printemps 2019,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
8507348BAA22867253C6051A9B652448,Printemps 2019,Branche,GI,7,FDD,11,Formation initiale,etudiants,NA,NA
ACE172E4FFB211723A3DBEB384EC912B,Automne 2018,Branche,GI,6,STRIE,10,Formation initiale,etudiants,NA,NA
C9AEA250353C74B45F008C0EACE18271,Printemps 2019,Branche,GI,6,STRIE,11,Formation initiale,etudiants,NA,NA
3C588FAB6C8F7C1E107FA67B51D095AA,Printemps 2019,Branche,GB,6,BB,11,Formation initiale,etudiants,NA,NA
EC9E3B66099D9EA05BAED45F9B422751,Automne 2018,Branche,GU,6,AIE,10,Formation initiale,etudiants,NA,NA
DF4E5726034EDF09456C8143769E1740,Printemps 2019,Branche,GB,6,CIB,11,Formation initiale,etudiants,NA,NA
66178F825237F11FBA6F28B3A1853F8F,Printemps 2019,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
673CD2CF1FA134A72A5A9079FD56F010,Automne 2018,Branche,GB,6,BB,10,Formation initiale,etudiants,NA,NA
574DA6C53C6289A22B03A20ECA77355A,Automne 2018,Branche,IM,6,MIT,10,Formation initiale,etudiants,NA,NA
383B29CEA29FD94FE838BC46299A058B,Printemps 2019,Branche,GB,6,IAA,11,Formation initiale,etudiants,NA,NA
E356DDEA23C4DE4583BB9300D31DD537,Printemps 2020,Branche,GB,8,BB,13,Formation initiale,etudiants,NA,NA
AC9BBD2B898BCFC32982FF128E185D26,Printemps 2019,Branche,GI,7,FDD,11,Formation initiale,etudiants,NA,NA
145E9F4C3A8714906034EDD9311106D8,Printemps 2019,Branche,IM,6,MARS,11,Formation initiale,etudiants,NA,NA
B8922680CEF058F5F6B4CD41C4B54AF0,Automne 2019,Branche,IM,7,MARS,12,Formation initiale,etudiants,NA,NA
F71A466B1DB5A14852670F34D9E394E5,Printemps 2019,Branche,GB,6,BM,10,Formation initiale,etudiants,NA,NA
8370C3B808ED8422F9001AE9CA431450,Automne 2019,Branche,IM,6,PIL,11,Formation initiale,etudiants,NA,NA
7F08CDB37982EA2EF53CB0EEAE782D0A,Printemps 2019,Branche,IM,6,PIL,10,Formation initiale,etudiants,NA,NA
3A2FFD70C948D98DC22503F156E88640,Automne 2019,Branche,IM,6,PIL,11,Formation initiale,etudiants,NA,NA
E2CFC13749F0A3D076CD3DD6159C5047,Printemps 2019,Branche,GI,6,FDD,10,Formation initiale,etudiants,NA,NA
DE21892724E1BA6D0FAF02FD6A9B5050,Automne 2019,Branche,GI,6,SRI,11,Formation initiale,etudiants,NA,NA
5E88A0E3DB85D47552B85AA1F0A9B3DF,Printemps 2019,Branche,IM,6,CMI,10,Formation initiale,etudiants,NA,NA
1A3CB4C27A9F8620AD21317A00E6267B,Printemps 2019,Branche,GB,6,CIB,10,Formation initiale,etudiants,NA,NA
9E4975190F68CA0631F0DB949C87C3F0,Printemps 2019,Branche,GB,5,BB,10,Formation initiale,etudiants,NA,NA
28A02DE680F7593D3617676F8236DA0F,Automne 2019,Branche,GU,7,AIE,11,Formation initiale,etudiants,NA,NA
80050AC43097A0D9809FA22AB43CB21D,Printemps 2019,Branche,GI,6,STRIE,10,Formation initiale,etudiants,NA,NA
776A6F151E723A6D5AC7C9E806020A84,Printemps 2020,Branche,GI,7,SRI,12,Formation initiale,etudiants,NA,NA
5D6A5E811DD851D2750AB1744A4A6761,Automne 2019,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
1AFC6C36FFAAC405A407E5FCD2A51798,Printemps 2019,Branche,GP,6,AIC,10,Formation initiale,etudiants,NA,NA
0BE368ADF8BDB537F7697F8B89924FC0,Automne 2019,Branche,IM,6,CMI,11,Formation initiale,etudiants,NA,NA
91E86C7405E10D1D7C91855B8A70CBA4,Printemps 2019,Branche,GI,6,ICSI,10,Formation initiale,etudiants,NA,NA
810F03BA2636F0E421EDCD2C77E6643B,Printemps 2019,Branche,GI,6,ICSI,10,Formation initiale,etudiants,NA,NA
3706F56A223115922AC43EC8683E14BB,Printemps 2019,Branche,GU,6,AIE,10,Formation initiale,etudiants,NA,NA
4E28EA778315DF80125E9DD7A02A6022,Printemps 2019,Branche,GU,6,SR,10,Formation initiale,etudiants,NA,NA
7E7C2FAC21F6053CDDAF680436A5A339,Printemps 2019,Branche,GI,6,FDD,10,Formation initiale,etudiants,NA,NA
67EB427468496D95E58CA82C6E637A01,Printemps 2019,Branche,GI,6,SRI,10,Formation initiale,etudiants,NA,NA
7E278C343120177136968427122392B7,Printemps 2020,Branche,GI,7,NA,12,Formation initiale,etudiants,NA,NA
25F8163D2BA13D8584C326EFF027543B,Automne 2019,Branche,GI,7,FDD,11,Formation initiale,etudiants,NA,NA
9C9BD14504D5894D6F9D23007E28FBDA,Printemps 2021,Branche,GI,8,ICSI,8,Formation initiale,etudiants,NA,NA
9522E58A3A77A5CA6274F402D0724648,Automne 2019,Branche,GU,7,MPI,11,Formation initiale,etudiants,NA,NA
6C545E93AE03CC78A6A1677EBFB9A216,Printemps 2019,Branche,IM,6,CMI,10,Formation initiale,etudiants,NA,NA
BC5AD3A0C88A74F3A342DE520BC68A0A,Printemps 2019,Branche,GU,6,AIE,10,Formation initiale,etudiants,NA,NA
7AE4DABD4201D9CD3FF5FBFF8516B9FD,Automne 2019,Branche,IM,7,CMI,11,Formation initiale,etudiants,NA,NA
03B794F5FB633040AD2A64F3A5742818,Printemps 2019,Branche,GB,6,BM,10,Formation initiale,etudiants,NA,NA
EC1F8D1DB33B9B081D63293389B4118C,Printemps 2019,Branche,IM,6,MIT,10,Formation initiale,etudiants,NA,NA
7CC17A2A1E07CC4091147C422DFEF6BE,Automne 2019,Branche,GP,6,QSE,11,Formation initiale,etudiants,NA,NA
120696297E2D53DE527D664389AE0C25,Printemps 2019,Branche,GI,6,FDD,10,Formation initiale,etudiants,NA,NA
